Product Name,Original Price,Discounted Price
"CPU INTEL CORE I3-10100 (3.6GHZ TURBO UP TO 4.3GHZ, 4 NHÂN 8 LUỒNG, 6MB CACHE, 65W) - SOCKET INTEL LGA 1200",0,2.599.000₫
"CPU INTEL CORE I9-10940X (3.3GHZ TURBO UP TO 4.6GHZ, 14 NHÂN, 28 LUỒNG, 19.25 MB CACHE, 165W) - SOCKET INTEL LGA 2066)",0,23.999.000₫
"CPU INTEL CORE I9-10920X (3.5GHZ TURBO UP TO 4.6GHZ, 12 NHÂN 24 LUỒNG, 19.25MB CACHE, 165W) - SOCKET INTEL LGA 2066",0,19.999.000₫
"CPU AMD RYZEN 7 5700G (3.8GHZ UPTO 4.6GHZ / 20MB / 8 CORES, 16 THREADS / 65W / SOCKET AM4)",0,0
"CPU AMD RYZEN 9 9950X (4.3 GHZ UPTO 5.7GHZ / 80MB / 16 CORES, 32 THREADS / 170W / SOCKET AM5)",19.599.000₫,18.199.000₫
"CPU AMD RYZEN 5 5600G (3.9GHZ UPTO 4.4GHZ / 19MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",4.599.000₫,3.449.000₫
"CPU AMD RYZEN 7 9700X (3.8 GHZ UPTO 5.8GHZ / 40MB / 8 CORES, 16 THREADS / 65W / SOCKET AM5)",10.999.000₫,10.199.000₫
"CPU AMD RYZEN 5 4600G (3.7 GHZ TURBO UPTO 4.2GHZ / 11MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",3.099.000₫,2.699.000₫
"CPU AMD ATHLON 3000G (3.5GHZ, 2 NHÂN 4 LUỒNG , 5MB CACHE, 35W) - SOCKET AMD AM4",1.699.000₫,1.219.000₫
"CPU AMD RYZEN 7 9800X3D (4.7 GHZ UPTO 5.2GHZ / 104MB / 8 CORES, 16 THREADS / 105W / SOCKET AM5)",14.999.000₫,14.599.000₫
"CPU AMD RYZEN 9 9900X (4.4 GHZ UPTO 5.6GHZ / 78MB / 12 CORES, 24 THREADS / 120W / SOCKET AM5)",13.999.000₫,12.699.000₫
"CPU AMD RYZEN 7 7700X (4.5 GHZ UPTO 5.4GHZ / 40MB / 8 CORES, 16 THREADS / 105W / SOCKET AM5)",10.999.000₫,9.299.000₫
"CPU AMD RYZEN 5 8600G (4.3GHZ UPTO 5.0GHZ / 22MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",7.599.000₫,5.290.000₫
"CPU AMD RYZEN 5 7600X (4.7 GHZ UPTO 5.3GHZ / 38MB / 6 CORES, 12 THREADS / 105W / SOCKET AM5)",8.199.000₫,6.099.000₫
"CPU AMD RYZEN 5 8500G (3.5GHZ UPTO 5.0GHZ / 22MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",5.999.000₫,4.149.000₫
"CPU AMD RYZEN 5 5600 (3.5 GHZ UPTO 4.4GHZ / 35MB / 6 CORES, 12 THREADS / 65W / SOCKET AM4)",4.999.000₫,2.759.000₫
