Product Name,Original Price,Discounted Price
CARD MÀN HÌNH INNO3D RTX 4060 TWIN X2-8GB,9.299.000₫,8.299.000₫
CARD MÀN HÌNH ASUS DUAL-RTX 4060 TI-8G-SSD,13.899.000₫,13.099.000₫
CARD MÀN HÌNH ASUS DUAL-RTX 4060 TI-O8G-SSD,13.999.000₫,13.199.000₫
CARD MÀN HÌNH PNY RTX 4080 SUPER 16GB OC LED TF,34.999.000₫,30.999.000₫
CARD MÀN HÌNH ASUS TUF RTX 4070-O12G-GAMING GDDR6X,22.999.000₫,19.499.000₫
CARD MÀN HÌNH GIGABYTE RTX 4060 TI EAGLE-8GD,14.399.000₫,11.599.000₫
CARD MÀN HÌNH ASUS TUF-RTX 4080-16G-GAMING,47.999.000₫,36.499.000₫
CARD MÀN HÌNH ASUS TUF-RTX 4080-O16G-GAMING,N/A,38.999.000₫
"CARD MÀN HÌNH GIGABYTE GTX 1660 SUPER OC-6G (6GB GDDR6, 192-BIT, HDMI+DP, 1X8-PIN)",6.399.000₫,5.399.000₫
CARD MÀN HÌNH GIGABYTE RTX 3060 AORUS ELITE 12GD-V2,N/A,8.999.000₫
CARD MÀN HÌNH GIGABYTE RTX 3060 EAGLE 12GD-V2,N/A,7.999.000₫
"CARD MÀN HÌNH MSI GT 1030 AERO ITX OC (2GB GDDR5, 64-BIT, DVI+HDMI)",N/A,2.299.000₫
VGA CARD NVIDIA QUADRO RTX 4000 8GB GDDR6,26.259.000₫,23.459.000₫
CARD MÀN HÌNH ASUS ROG STRIX-RTX 4080-O16G-GAMING WHITE,55.999.000₫,42.999.000₫
CARD MÀN HÌNH ASUS ROG STRIX-RTX 3060-O12G-V2-GAMING,N/A,9.399.000₫
CARD MÀN HÌNH ASUS ROG STRIX-RTX 3060-12G-V2-GAMING,N/A,9.399.000₫
VGA CARD NVIDIA QUADRO GV100 32GB HBM2,287.999.000₫,261.589.000₫
CARD MÀN HÌNH ASUS NVIDIA A40 48GB GDDR6,N/A,149.999.000₫
CARD MÀN HÌNH INNO3D GTX 1660 SUPER TWIN X2 6GB (N166SK-06D6),N/A,5.399.000₫
CARD MÀN HÌNH INNO3D GTX 1660 SUPER TWIN X2 6GB (N166S2-06D6-1712VA15L),N/A,5.399.000₫
CARD MÀN HÌNH MSI GTX 1660 SUPER VENTUS XS,N/A,5.999.000₫
CARD MÀN HÌNH COLORFUL GTX 1660 SUPER 6G V4-V,N/A,4.699.000₫
CARD MÀN HÌNH NVIDIA RTX A5000 24GB GDDR6 (ASUS SERVER ACCESSORY),60.599.000₫,54.399.000₫
CARD MÀN HÌNH MSI RTX 3070 TI SUPRIM 8G,N/A,30.909.000₫
CARD MÀN HÌNH INNO3D RTX 3080 TI X3,N/A,46.459.000₫
CARD MÀN HÌNH MSI RTX 3080 TI GAMING TRIO 12G,N/A,47.469.000₫
"CARD MÀN HÌNH GAINWARD RTX 3080 TI PHOENIX 12GB (12GB GDDR6, 384-BIT, HDMI+DP)",N/A,44.999.000₫
CARD MÀN HÌNH INNO3D RTX 3060 TI ICHILL X3-8GB (LHR),N/A,20.999.000₫
CARD MÀN HÌNH INNO3D RTX 3070 TWIN X2 OC 8GB LHR,N/A,24.239.000₫
CARD MÀN HÌNH ASUS DUAL RX 6600 8GB-V3,6.999.000₫,5.499.000₫
CARD MÀN HÌNH ASUS DUAL RX 6600 8GB-V2,7.999.000₫,5.499.000₫
CARD MÀN HÌNH ASUS DUAL RX 6600 XT-O8G,15.999.000₫,10.599.000₫
CARD MÀN HÌNH ASUS ROG STRIX RX 6600 XT-O8G-GAMING,,10.999.000₫
CARD MÀN HÌNH ASUS DUAL RADEON RX 6600 8GB,7.999.000₫,5.399.000₫
CARD MÀN HÌNH ASUS TUF-RX 6500 XT-O4G-GAMING,8.199.000₫,5.599.000₫
CARD MÀN HÌNH ASUS TUF RX 6700 XT-O12G-GAMING,,9.999.000₫
CARD MÀN HÌNH ASUS DUAL-RX 6500 XT-O4G-V2,4.299.000₫,3.699.000₫
CARD MÀN HÌNH ASUS ROG STRIX RX 6700 XT-O12G-GAMING,,9.999.000₫
CARD MÀN HÌNH ASUS PHOENIX RX 550 4G EVO,2.699.000₫,2.099.000₫
CARD MÀN HÌNH GIGABYTE RX 7800 XT GAMING OC 16GB,20.999.000₫,17.999.000₫
CARD MÀN HÌNH GIGABYTE RADEON RX 6600 EAGLE 8GB,7.999.000₫,5.599.000₫
CARD MÀN HÌNH POWERCOLOR FIGHTER RX 6500 XT 4G GDDR6,4.299.000₫,3.499.000₫
CARD MÀN HÌNH SAPPHIRE PURE RX 7800 XT GAMING OC 16GB,17.399.000₫,15.699.000₫
CARD MÀN HÌNH SAPPHIRE NITRO+ RX 7800 XT GAMING OC 16GB,17.999.000₫,16.399.000₫
CARD MÀN HÌNH GIGABYTE RX 7600 XT GAMING OC-16G,12.999.000₫,11.399.000₫
CARD MÀN HÌNH SAPPHIRE NITRO+ RX 7700 XT GAMING OC 12GB,14.999.000₫,13.699.000₫
CARD MÀN HÌNH ASROCK RADEON RX 6600 CHALLENGER D 8GB,11.999.000₫,5.699.000₫
CARD MÀN HÌNH GIGABYTE RX 6500 XT EAGLE-4GD,5.899.000₫,3.899.000₫
CARD MÀN HÌNH SAPPHIRE PURE RX 7900 GRE GAMING OC 16GB,18.399.000₫,16.899.000₫
CARD MÀN HÌNH ASROCK RX 7700 XT STEEL LEGEND 12GB OC,14.999.000₫,12.999.000₫
CARD MÀN HÌNH ASROCK RX 7800 XT STEEL LEGEND 16GB OC,18.999.000₫,15.299.000₫
CARD MÀN HÌNH ASROCK RX 7900 XT PHANTOM GAMING WHITE 20GB OC,24.999.000₫,22.999.000₫
CARD MÀN HÌNH ASROCK RX 7900 XTX TAICHI WHITE 24GB OC,36.999.000₫,32.999.000₫
CARD MÀN HÌNH ASROCK PHANTOM GAMING RX550 4G,2.599.000₫,2.049.000₫
CARD MÀN HÌNH SAPPHIRE NITRO+ RX 7900 GRE GAMING OC 16GB,18.999.000₫,17.599.000₫
CARD MÀN HÌNH SAPPHIRE NITRO+ RX 7900 XT GAMING OC VAPOR-X 20GB,26.999.000₫,23.899.000₫
CARD MÀN HÌNH ASROCK RX 7600 XT CHALLENGER 16GB OC,11.999.000₫,9.699.000₫
CARD MÀN HÌNH ASROCK RX 7600 STEEL LEGEND 8GB OC,10.999.000₫,8.299.000₫
CARD MÀN HÌNH SAPPHIRE PULSE RX 7800 XT GAMING 16GB,16.999.000₫,15.299.000₫
CARD MÀN HÌNH SAPPHIRE PURE RX 7700 XT GAMING OC 12GB,13.999.000₫,12.999.000₫
CARD MÀN HÌNH SAPPHIRE PULSE RX 7600 XT GAMING OC 16GB,11.999.000₫,9.599.000₫
CARD MÀN HÌNH SAPPHIRE PULSE RX 7600 GAMING OC 8GB,9.599.000₫,7.999.000₫
CARD MÀN HÌNH ASROCK RX 6600 CHALLENGER WHITE 8GB,6.599.000₫,5.699.000₫
CARD MÀN HÌNH GIGABYTE RX 6500 XT GAMING OC-4GD,6.999.000₫,3.899.000₫
CARD MÀN HÌNH MSI RX 7900 XTX GAMING TRIO CLASSIC 24G,,33.399.000₫
CARD MÀN HÌNH GIGABYTE RX 7900 XTX AORUS ELITE 24G,N/A,31.499.000₫
CARD MÀN HÌNH GIGABYTE RX 7900 XTX GAMING OC 24G,N/A,27.999.000₫
CARD MÀN HÌNH ASUS TUF GAMING RX 7900 XT OC OC EDITION 20GB GDDR6,N/A,34.399.000₫
CARD MÀN HÌNH ASUS TUF GAMING RX 7900 XTX OC OC EDITION 24GB GDDR6,N/A,35.399.000₫
CARD MÀN HÌNH GIGABYTE RX 7900 XT GAMING OC 20G,N/A,28.799.000₫
CARD MÀN HÌNH MSI RADEON RX 6600 MECH 2X 8GB,N/A,5.799.000₫
CARD MÀN HÌNH ASROCK INTEL ARC A580 CHALLENGER 8GB OC,6.299.000₫,5.099.000₫
CARD MÀN HÌNH ASROCK INTEL ARC A380 CHALLENGER ITX 6GB,5.199.000₫,3.999.000₫
