Product Name,Original Price,Discounted Price
CARD MÀN HÌNH MSI GEFORCE RTX 4090 GAMING X TRIO 24G,58.900.000Đ,56.900.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 GAMING X SLIM WHITE 12G,21.000.000Đ,19.390.000Đ
CARD MÀN HÌNH ASUS PROART RTX 4070 TI SUPER 16GB GDDR6X OC EDITION,30.190.000Đ,28.900.000Đ
CARD MÀN HÌNH ASUS ROG STRIX RTX 4080 SUPER 16GB GDDR6X WHITE OC EDITION,42.990.000Đ,37.900.000Đ
CARD MÀN HÌNH ASUS DUAL RTX 4070 SUPER OC EDITION 12GB GDDR6X,21.990.000Đ,20.730.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4070 SUPER 12GB GDDR6X OC EDITION,24.990.000Đ,23.990.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4090 OC WHITE EDITION 24GB GDDR6X,69.000.000Đ,61.900.000Đ
CARD MÀN HÌNH GIGABYTE RTX 4070 SUPER EAGLE OC 12G,22.290.000Đ,20.990.000Đ
CARD MÀN HÌNH LEADTEK RTX 5880 ADA GENERATION 48GB GDDR6,260.000.000Đ,257.390.000Đ
CARD MÀN HÌNH ASUS DUAL RTX 4060 TI SSD EDITION 8GB GDDR6,14.900.000Đ,13.130.000Đ
CARD MÀN HÌNH PNY GTX 1650 4GB DUAL FAN GDDR6,3.990.000Đ,3.690.000Đ
CARD MÀN HÌNH PNY GEFORCE RTX 4060 TI 16GB XLR8 GAMING VERTO DUAL FAN,12.490.000Đ,11.900.000Đ
CARD MÀN HÌNH COLORFUL IGAME GEFORCE RTX 4070 SUPER ULTRA W OC 12GB-V,20.990.000Đ,18.690.000Đ
CARD MÀN HÌNH GIGABYTE GEFORCE RTX 4060 TI WINDFORCE OC 8G,12.990.000Đ,12.450.000Đ
CARD MÀN HÌNH  ZOTAC GAMING GEFORCE RTX 4060 8GB TWIN EDGE OC WHITE EDITION,9.590.000Đ,8.190.000Đ
CARD MÀN HÌNH COLORFUL IGAME GEFORCE RTX 4070 SUPER ADVANCED OC 12GB-V,22.900.000Đ,21.100.000Đ
CARD MÀN HÌNH GIGABYTE GEFORCE RTX™ 4060 EAGLE OC 8GB,10.490.000Đ,9.650.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4090 OC WHITE EDITION 24GB GDDR6X,69.000.000Đ,61.900.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 TI SUPER 16G GAMING X SLIM WHITE,28.990.000Đ,26.900.000Đ
CARD MÀN HÌNH ASUS DUAL RTX 4070 SUPER WHITE OC EDITION 12GB GDDR6X,23.990.000Đ,21.220.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 3060 VENTUS 2X 12G OC,8.990.000Đ,7.990.000Đ
CARD MÀN HÌNH MANLI GEFORCE GTX 1650 4GB GDDR6,6.290.000Đ,3.790.000Đ
CARD MÀN HÌNH ASUS DUAL GTX 1650-O4GD6-P-EVO,4.900.000Đ,3.800.000Đ
CARD MÀN HÌNH ASUS DUAL GEFORCE RTX 4070 OC 12GB GDDR6X,20.460.000Đ,17.190.000Đ
CARD MÀN HÌNH PNY GEFORCE RTX 4070 TI SUPER 16GB VERTO OC TRIPLE FAN DLSS 3,25.300.000Đ,23.900.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4090 GAMING X TRIO 24G,58.900.000Đ,56.900.000Đ
CARD MÀN HÌNH INNO3D GEFORCE RTX 4080 SUPER X3 16GB GDDR6X,30.990.000Đ,28.990.000Đ
CARD MÀN HÌNH ASUS DUAL RTX 4070 SUPER OC EDITION 12GB GDDR6X,21.990.000Đ,20.730.000Đ
CARD MÀN HÌNH ASUS PROART RTX 4070 TI OC EDITION 12GB,24.990.000Đ,23.990.000Đ
CARD MÀN HÌNH GIGABYTE GEFORCE RTX­­ 4060 TI GAMING OC 16GB (GV-N406TGAMING OC-16GD),18.990.000Đ,15.590.000Đ
CARD MÀN HÌNH INNO3D RTX 4070 TI SUPER TWIN X2 OC,24.990.000Đ,23.450.000Đ
CARD MÀN HÌNH LEADTEK NVIDIA QUADRO T1000 4GB,9.900.000Đ,8.950.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4080 SUPER 16G SUPRIM X,39.900.000Đ,36.500.000Đ
CARD MÀN HÌNH GALAX GEFORCE RTX 4070 12G 1-CLICK OC 2X,15.990.000Đ,14.990.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4090 GAMING X TRIO 24G,58.900.000Đ,56.900.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 GAMING X SLIM WHITE 12G,21.000.000Đ,19.390.000Đ
CARD MÀN HÌNH ASUS PROART RTX 4070 TI SUPER 16GB GDDR6X OC EDITION,30.190.000Đ,28.900.000Đ
CARD MÀN HÌNH ASUS ROG STRIX RTX 4080 SUPER 16GB GDDR6X WHITE OC EDITION,42.990.000Đ,37.900.000Đ
CARD MÀN HÌNH ASUS DUAL RTX 4070 SUPER OC EDITION 12GB GDDR6X,21.990.000Đ,20.730.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4070 SUPER 12GB GDDR6X OC EDITION,24.990.000Đ,23.990.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4090 OC WHITE EDITION 24GB GDDR6X,69.000.000Đ,61.900.000Đ
CARD MÀN HÌNH GIGABYTE RTX 4070 SUPER EAGLE OC 12G,22.290.000Đ,20.990.000Đ
CARD MÀN HÌNH INNO3D RTX 4070 TI SUPER TWIN X2 OC,24.990.000Đ,23.450.000Đ
CARD MÀN HÌNH LEADTEK NVIDIA QUADRO T1000 4GB,9.900.000Đ,8.950.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4080 SUPER 16G SUPRIM X,39.900.000Đ,36.500.000Đ
CARD MÀN HÌNH INNO3D GEFORCE RTX 4080 16GB X3,37.970.000Đ,29.990.000Đ
CARD MÀN HÌNH GIGABYTE GEFORCE RTX 4070 TI AERO OC 12G,33.990.000Đ,23.990.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 VENTUS 2X E 12G OC,17.470.000Đ,16.490.000Đ
CARD MÀN HÌNH ASROCK INTEL ARC A380 CHALLENGER ITX 6GB OC GDDR6 A380-CLI-6GO,4.990.000Đ,3.900.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4080 SUPER 16G VENTUS 3X OC,35.990.000Đ,30.990.000Đ
CARD MÀN HÌNH ASUS ROG STRIX GEFORCE RTX 4070 SUPER 12GB GDDR6X,24.990.000Đ,23.390.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 GAMING X SLIM WHITE 12G,21.000.000Đ,19.390.000Đ
CARD MÀN HÌNH ASUS GT710 SL 2G BRK EVO (GT710-SL-2GD3-BRK-EVO),1.490.000Đ,1.050.000Đ
CARD MÀN HÌNH ASUS TUF GAMING GEFORCE RTX 4090 24GB,59.990.000Đ,57.990.000Đ
CARD MÀN HÌNH MSI GEFORCE RTX 4070 TI SUPER 16G GAMING X SLIM,27.590.000Đ,26.990.000Đ
